Player,Pos,Age,Tm_x,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Salary
Juwan Morgan,PF,24,TOR,1,0,27.0,2.0,3.0,.667,1.0,2.0,.500,1.0,1.0,1.000,.833,0.0,0.0,,2.0,2.0,4.0,1.0,0.0,0.0,0.0,3.0,5.0,9.6,.833,.667,.000,7.6,8.5,8.0,4.9,0.0,0.0,0.0,4.8,0.1,0.0,0.1,.137,-3.0,-4.3,-7.3,0.0,"$95,930"
Juwan Morgan,PF,24,TOR,1,0,27.0,2.0,3.0,.667,1.0,2.0,.500,1.0,1.0,1.000,.833,0.0,0.0,,2.0,2.0,4.0,1.0,0.0,0.0,0.0,3.0,5.0,9.6,.833,.667,.000,7.6,8.5,8.0,4.9,0.0,0.0,0.0,4.8,0.1,0.0,0.1,.137,-3.0,-4.3,-7.3,0.0,"$95,930"
KZ Okpala,PF,22,MIA,21,0,11.6,1.4,3.3,.435,0.4,1.2,.346,1.0,2.0,.488,.500,0.4,0.5,.727,0.5,1.4,2.0,0.7,0.2,0.3,0.2,1.2,3.7,10.5,.521,.377,.159,5.2,13.7,9.5,8.3,0.8,3.0,6.3,14.4,0.2,0.3,0.5,.098,-3.2,0.3,-2.8,-0.1,"$1,782,621"
Kai Jones,C,21,CHO,19,0,3.1,0.4,0.7,.615,0.1,0.1,.500,0.4,0.6,.636,.654,0.2,0.4,.375,0.2,0.4,0.5,0.2,0.1,0.0,0.3,0.4,1.1,7.5,.605,.154,.615,5.3,12.9,9.1,9.4,0.8,0.0,26.6,16.5,0.0,0.0,0.0,-0.015,-5.7,-2.6,-8.3,-0.1,"$2,770,560"
Karl-Anthony Towns,C,26,MIN,69,69,33.5,8.6,16.3,.529,2.0,4.9,.409,6.6,11.4,.581,.591,5.3,6.4,.826,2.6,7.2,9.8,3.7,1.0,1.1,3.1,3.6,24.6,24.5,.642,.302,.394,8.1,23.4,15.6,18.3,1.4,3.3,13.8,27.7,6.9,3.1,10.0,.208,4.7,0.7,5.4,4.3,"$31,610,000"
Keifer Sykes,PG,28,IND,30,11,18.4,2.2,6.1,.353,0.9,2.9,.299,1.3,3.2,.402,.424,0.5,0.5,.875,0.3,1.2,1.5,2.0,0.4,0.1,1.1,1.7,5.7,5.4,.445,.473,.087,1.6,7.5,4.5,14.8,1.0,0.6,14.7,17.4,-0.6,0.1,-0.5,-0.046,-4.8,-2.5,-7.3,-0.7,"$558,345"
Keita Bates-Diop,SF,26,SAS,53,13,15.9,2.1,4.2,.505,0.3,0.9,.347,1.8,3.3,.549,.543,0.8,1.0,.741,1.0,2.9,3.8,0.7,0.5,0.3,0.7,1.0,5.3,12.3,.572,.221,.243,6.4,19.1,12.7,5.6,1.5,1.4,12.8,14.1,0.6,0.8,1.4,.082,-2.1,-0.3,-2.4,-0.1,"$1,729,217"
Keldon Johnson,SF,22,SAS,69,68,31.7,6.1,13.2,.465,2.0,5.1,.401,4.1,8.1,.506,.543,2.2,2.9,.754,1.1,5.0,6.1,2.0,0.8,0.2,1.2,1.9,16.6,14.9,.571,.386,.223,3.6,16.8,10.1,8.7,1.1,0.5,7.8,20.9,2.5,1.7,4.2,.093,0.5,-1.3,-0.8,0.7,"$2,145,720"
Kelly Olynyk,C,30,DET,36,1,19.0,3.2,7.3,.433,1.0,3.1,.333,2.1,4.2,.507,.504,1.6,2.1,.757,1.4,3.1,4.5,2.6,0.8,0.4,1.4,2.6,8.9,15.7,.543,.422,.281,7.5,18.5,12.8,22.1,1.9,2.1,15.0,21.8,0.5,0.7,1.2,.087,0.0,0.8,0.7,0.5,"$12,195,122"
Kelly Oubre Jr.,SF,26,CHO,70,13,26.8,5.5,12.6,.434,2.5,7.4,.342,2.9,5.2,.566,.535,1.6,2.5,.661,1.1,2.9,4.0,1.1,1.1,0.4,0.9,2.5,15.1,14.7,.552,.590,.197,4.2,11.7,7.9,6.2,1.9,1.5,6.4,23.2,1.5,1.4,2.9,.074,0.0,-1.6,-1.5,0.2,"$12,000,000"
Kemba Walker,PG,31,NYK,37,37,25.6,4.0,10.0,.403,2.0,5.4,.367,2.1,4.6,.444,.501,1.6,1.9,.845,0.4,2.6,3.0,3.5,0.7,0.2,1.3,1.0,11.6,14.1,.537,.538,.192,1.6,11.2,6.3,22.2,1.4,0.7,10.7,20.7,1.0,0.8,1.8,.093,0.7,-0.3,0.4,0.6,"$34,967,442"
Kemba Walker,PG,31,NYK,37,37,25.6,4.0,10.0,.403,2.0,5.4,.367,2.1,4.6,.444,.501,1.6,1.9,.845,0.4,2.6,3.0,3.5,0.7,0.2,1.3,1.0,11.6,14.1,.537,.538,.192,1.6,11.2,6.3,22.2,1.4,0.7,10.7,20.7,1.0,0.8,1.8,.093,0.7,-0.3,0.4,0.6,"$34,967,442"
Kenrich Williams,SF,27,OKC,49,0,21.9,3.0,6.5,.461,0.8,2.5,.339,2.1,4.0,.536,.525,0.6,1.1,.545,1.5,3.0,4.5,2.2,0.9,0.2,0.9,1.7,7.4,13.4,.532,.382,.174,7.1,14.0,10.5,15.4,2.0,0.9,11.9,15.6,0.8,1.0,1.9,.084,-1.3,1.0,-0.3,0.5,"$2,000,000"
Kent Bazemore,SF,32,LAL,37,14,14.0,1.2,3.6,.336,0.8,2.1,.382,0.4,1.6,.276,.444,0.4,0.5,.765,0.4,1.4,1.8,0.9,0.6,0.2,0.5,1.7,3.6,6.8,.466,.567,.127,2.7,10.7,6.7,8.3,2.2,1.4,11.8,13.3,-0.3,0.5,0.2,.020,-4.5,0.8,-3.8,-0.2,"$2,401,537"
Kentavious Caldwell-Pope,SG,28,WAS,71,71,30.2,4.4,10.5,.420,2.0,5.3,.386,2.4,5.2,.455,.518,1.8,2.1,.891,0.5,2.9,3.4,1.9,1.1,0.4,1.2,1.8,12.7,12.2,.557,.503,.198,2.0,10.3,6.2,9.3,1.8,1.0,9.4,18.5,1.2,1.3,2.6,.058,-1.0,-0.6,-1.6,0.2,"$13,038,862"
Kenyon Martin Jr.,SF,21,HOU,73,2,20.9,3.6,6.6,.539,0.8,2.0,.369,2.8,4.6,.615,.596,1.0,1.6,.623,1.0,2.8,3.8,1.3,0.4,0.5,0.8,1.4,8.9,14.7,.607,.308,.236,5.4,14.8,10.1,9.8,1.0,2.1,9.5,16.5,2.3,0.5,2.8,.089,0.3,-1.2,-0.9,0.4,"$1,517,981"
Keon Johnson,SG,19,TOT,30,5,16.4,2.1,6.3,.335,0.7,2.1,.328,1.4,4.1,.339,.391,1.1,1.3,.800,0.7,1.4,2.1,1.3,0.7,0.2,1.0,1.7,6.0,7.5,.435,.340,.213,4.3,9.6,6.9,11.9,2.1,1.3,13.1,20.9,-0.7,0.3,-0.4,-0.044,-5.0,-1.9,-6.9,-0.6,"$2,553,120"
Kevin Durant,PF,33,BRK,48,48,36.7,10.5,20.2,.519,1.9,5.3,.368,8.6,15.0,.572,.567,6.5,7.2,.905,0.5,6.7,7.3,6.1,0.9,0.9,3.4,2.0,29.5,25.6,.630,.261,.357,1.6,19.6,10.8,28.6,1.2,2.1,12.5,31.4,5.4,1.7,7.1,.192,6.3,0.6,6.9,4.0,"$40,918,900"
Kevin Huerter,SG,23,ATL,67,53,29.6,4.6,10.3,.448,2.1,5.5,.379,2.5,4.7,.528,.550,0.5,0.7,.783,0.5,3.0,3.4,2.8,0.7,0.4,1.3,2.5,11.8,11.5,.560,.537,.067,1.7,10.9,6.3,13.3,1.1,1.1,10.6,17.5,1.4,0.7,2.2,.052,-0.7,-1.0,-1.7,0.2,"$4,253,357"
Kevin Knox,SF,22,TOT,26,0,7.5,0.8,2.6,.324,0.4,1.7,.256,0.4,1.0,.440,.404,0.5,0.7,.722,0.5,1.0,1.5,0.4,0.1,0.0,0.3,0.5,2.6,8.6,.448,.632,.265,7.2,14.6,10.9,7.1,0.8,0.5,8.4,18.7,-0.1,0.1,0.0,.008,-2.5,-2.3,-4.9,-0.1,"$5,845,978"
Kevin Love,PF,33,CLE,67,4,22.5,4.3,10.2,.425,2.4,6.3,.386,1.9,3.9,.488,.545,2.4,2.8,.846,1.1,6.1,7.3,2.2,0.4,0.2,1.3,1.3,13.5,19.5,.589,.620,.274,5.8,29.3,17.8,15.4,0.8,0.9,10.4,25.1,2.9,2.4,5.3,.167,4.3,0.3,4.6,2.5,"$31,300,000"
Kevin Pangos,PG,29,CLE,24,3,6.9,0.6,1.9,.326,0.3,1.1,.231,0.4,0.8,.450,.391,0.1,0.2,.750,0.1,0.4,0.5,1.3,0.1,0.0,0.3,0.5,1.6,6.5,.408,.565,.087,1.4,5.8,3.7,24.8,0.9,0.0,12.8,14.6,-0.1,0.1,0.1,.021,-4.7,-1.4,-6.1,-0.2,"$1,669,178"
Kevin Porter Jr.,PG,21,HOU,55,55,30.5,4.9,12.4,.400,2.3,6.3,.367,2.6,6.1,.434,.493,1.9,3.1,.613,0.7,3.4,4.1,6.0,1.1,0.4,3.1,2.5,14.1,12.1,.513,.509,.247,2.4,12.4,7.4,30.4,1.7,1.1,18.6,23.5,-0.6,0.7,0.0,.001,-1.0,-1.6,-2.6,-0.3,"$2,130,240"
Kevon Looney,C,25,GSW,76,74,21.7,2.6,4.6,.570,0.0,0.0,.000,2.6,4.6,.572,.570,1.0,1.6,.600,2.6,4.9,7.5,2.0,0.6,0.7,0.9,2.7,6.2,16.0,.585,.003,.358,13.7,23.9,18.9,13.1,1.4,3.0,13.9,12.4,3.4,3.0,6.4,.186,-0.8,1.6,0.7,1.1,"$5,178,572"
Khem Birch,C,29,TOR,48,23,18.5,1.8,3.8,.486,0.0,0.3,.000,1.8,3.5,.521,.486,1.1,1.4,.765,2.3,2.1,4.4,1.1,0.6,0.5,0.5,1.9,4.8,13.8,.540,.066,.376,12.7,13.3,13.0,8.0,1.5,2.5,10.2,11.4,1.5,0.9,2.5,.133,-1.2,0.4,-0.8,0.3,"$6,350,000"
Khris Middleton,SF,30,MIL,60,60,32.3,6.9,15.5,.445,2.5,6.5,.379,4.4,9.0,.493,.525,4.1,4.6,.894,0.6,4.7,5.4,5.4,1.1,0.3,2.9,2.4,20.3,18.5,.581,.419,.294,2.1,15.0,8.7,25.7,1.6,0.7,14.2,27.0,3.2,2.0,5.2,.128,2.1,-0.4,1.7,1.8,"$35,500,000"
Killian Hayes,PG,20,DET,59,35,24.7,2.4,6.5,.366,0.6,2.4,.266,1.7,4.1,.424,.415,0.9,1.2,.765,0.6,2.6,3.2,4.3,1.1,0.5,1.8,2.8,6.3,8.5,.448,.364,.178,2.4,12.1,7.0,24.9,2.1,1.9,20.3,15.2,-1.2,1.3,0.1,.003,-4.6,0.6,-3.9,-0.7,"$5,572,680"
Killian Tillie,C,23,MEM,36,3,12.8,1.2,3.5,.339,0.8,2.4,.314,0.4,1.1,.390,.445,0.1,0.2,.625,0.6,1.1,1.7,0.6,0.6,0.4,0.4,1.6,3.3,7.7,.452,.677,.063,4.7,9.0,6.8,5.9,2.4,2.9,9.1,12.8,0.0,0.6,0.6,.060,-3.8,1.1,-2.7,-0.1,"$2,000,000"
Kira Lewis Jr.,PG,20,NOP,24,0,14.2,2.5,6.1,.404,0.5,2.4,.224,1.9,3.7,.523,.449,0.4,0.5,.833,0.4,1.3,1.6,2.0,0.5,0.0,1.1,0.7,5.9,9.9,.466,.397,.082,2.9,9.8,6.3,21.8,1.6,0.3,14.7,22.4,-0.3,0.2,-0.1,-0.016,-2.7,-1.2,-3.9,-0.2,"$3,822,240"
Klay Thompson,SG,31,GSW,28,28,28.7,7.1,16.9,.421,3.3,8.8,.376,3.8,8.1,.469,.518,1.4,1.5,.907,0.5,3.5,4.0,2.7,0.6,0.6,1.3,1.5,18.9,16.4,.538,.518,.091,2.0,13.0,7.6,15.9,1.0,2.0,6.6,28.6,0.5,1.0,1.5,.089,2.7,-1.4,1.3,0.7,"$37,980,720"
Kris Dunn,PG,27,POR,9,1,23.6,3.3,6.8,.492,0.1,0.6,.200,3.2,6.2,.518,.500,1.4,1.4,1.000,0.3,2.7,3.0,4.8,1.9,0.2,2.0,3.1,8.2,14.3,.555,.082,.213,1.5,12.9,7.0,30.5,3.9,0.9,21.2,17.2,0.1,0.2,0.3,.076,-4.1,0.3,-3.8,-0.1,"$111,457"
Kris Dunn,PG,27,POR,9,1,23.6,3.3,6.8,.492,0.1,0.6,.200,3.2,6.2,.518,.500,1.4,1.4,1.000,0.3,2.7,3.0,4.8,1.9,0.2,2.0,3.1,8.2,14.3,.555,.082,.213,1.5,12.9,7.0,30.5,3.9,0.9,21.2,17.2,0.1,0.2,0.3,.076,-4.1,0.3,-3.8,-0.1,"$111,457"
Kristaps Porziņģis,PF,26,TOT,45,45,29.1,6.7,14.9,.453,1.4,5.0,.287,5.3,9.9,.536,.501,4.9,5.6,.869,2.0,5.8,7.8,2.2,0.8,1.7,1.6,2.8,19.8,23.1,.570,.333,.377,7.4,22.2,14.8,13.2,1.3,5.1,8.5,29.2,2.6,2.2,4.8,.176,2.7,0.6,3.3,1.8,"$31,650,600"
Kyle Anderson,PF,28,MEM,63,9,21.4,3.0,6.8,.438,0.5,1.6,.323,2.5,5.2,.473,.476,1.0,1.5,.629,1.0,4.3,5.3,2.6,1.1,0.7,1.0,1.5,7.4,14.4,.497,.231,.226,4.9,21.5,13.0,15.7,2.5,2.7,11.3,16.2,0.9,2.3,3.2,.113,-0.9,2.0,1.1,1.0,"$9,937,150"
Kyle Kuzma,PF,26,WAS,66,66,33.4,6.4,14.2,.452,1.9,5.7,.341,4.5,8.5,.526,.520,2.4,3.3,.712,1.1,7.4,8.5,3.5,0.6,0.9,2.6,1.9,17.1,15.3,.547,.401,.234,3.6,24.2,14.0,16.5,0.9,2.2,14.1,24.3,0.1,2.1,2.2,.047,0.3,-0.5,-0.2,1.0,"$13,000,000"
Kyle Lowry,PG,35,MIA,59,59,34.0,4.3,9.9,.431,2.2,6.1,.369,2.0,3.8,.531,.545,2.3,2.7,.855,0.5,4.0,4.6,7.5,1.1,0.3,2.7,2.7,13.1,14.6,.591,.615,.273,1.8,13.2,7.6,32.1,1.6,0.9,19.8,18.0,3.1,2.5,5.6,.135,0.9,0.8,1.7,1.8,"$26,984,128"
Kyrie Irving,PG,29,BRK,22,22,36.4,9.9,20.5,.480,3.1,7.6,.413,6.7,13.0,.519,.556,4.3,4.7,.904,0.6,3.8,4.4,5.7,1.3,0.7,2.3,2.7,27.1,23.0,.600,.369,.230,1.8,11.2,6.6,26.3,1.8,1.8,9.1,29.5,2.2,0.6,2.8,.169,5.1,-1.2,3.9,1.2,"$34,916,200"
LaMarcus Aldridge,C,36,BRK,45,12,22.8,5.6,10.1,.554,0.3,1.0,.311,5.3,9.1,.580,.569,2.0,2.3,.873,1.6,4.0,5.6,0.9,0.3,1.0,0.9,1.6,13.5,20.3,.607,.099,.224,7.7,18.9,13.4,6.4,0.7,4.0,7.8,22.7,2.2,1.0,3.1,.146,1.8,-0.7,1.0,0.8,"$2,641,691"
LaMelo Ball,PG,20,CHO,69,69,32.3,7.1,16.8,.425,2.9,7.5,.382,4.3,9.3,.460,.510,2.9,3.4,.867,1.5,5.3,6.8,7.4,1.6,0.4,3.1,3.2,20.0,19.7,.549,.446,.201,4.8,17.4,11.0,35.0,2.3,1.3,14.5,28.0,3.2,2.3,5.6,.120,3.3,0.3,3.6,3.1,"$8,231,760"
Lamar Stevens,PF,24,CLE,56,13,15.3,2.3,4.8,.491,0.3,1.0,.321,2.0,3.8,.536,.524,0.7,1.1,.667,0.7,1.7,2.4,0.7,0.5,0.3,0.6,1.6,5.7,11.2,.545,.210,.225,5.4,11.7,8.6,6.7,1.6,1.5,10.9,17.0,0.3,1.1,1.4,.080,-3.1,0.5,-2.5,-0.1,"$1,517,981"
Lance Stephenson,SG-SF,31,TOT,40,1,18.1,3.3,7.2,.450,0.6,2.1,.282,2.7,5.1,.520,.491,1.3,1.7,.791,0.3,2.6,2.9,3.5,0.5,0.1,1.6,2.1,8.4,13.2,.529,.294,.232,1.8,15.7,8.7,28.8,1.4,0.4,16.7,22.7,0.3,0.4,0.6,.041,-1.9,-1.6,-3.5,-0.3,"$924,730"
Lance Stephenson,SG-SF,31,TOT,40,1,18.1,3.3,7.2,.450,0.6,2.1,.282,2.7,5.1,.520,.491,1.3,1.7,.791,0.3,2.6,2.9,3.5,0.5,0.1,1.6,2.1,8.4,13.2,.529,.294,.232,1.8,15.7,8.7,28.8,1.4,0.4,16.7,22.7,0.3,0.4,0.6,.041,-1.9,-1.6,-3.5,-0.3,"$924,730"
Landry Shamet,SG,24,PHO,62,11,20.6,2.6,6.7,.391,1.8,4.7,.380,0.8,2.0,.416,.524,1.1,1.3,.838,0.2,1.6,1.8,1.6,0.4,0.1,0.6,1.3,8.1,10.4,.557,.700,.192,1.3,7.9,4.7,9.7,1.0,0.5,7.4,16.5,1.2,1.3,2.5,.093,-0.6,-0.3,-0.9,0.3,"$3,768,342"
Larry Nance Jr.,PF,29,TOT,39,11,22.9,2.7,5.3,.517,0.5,1.6,.317,2.2,3.7,.604,.565,0.9,1.3,.667,1.5,4.1,5.6,1.9,1.0,0.4,0.7,1.8,6.9,14.6,.584,.304,.246,7.1,20.3,13.5,12.0,2.1,1.9,10.9,12.4,1.4,0.7,2.0,.110,-0.2,0.6,0.4,0.5,"$10,690,909"
Lauri Markkanen,PF,24,CLE,54,54,31.1,5.1,11.6,.440,2.2,6.2,.347,2.9,5.4,.548,.533,2.2,2.6,.856,1.0,4.6,5.6,1.4,0.8,0.5,0.9,2.0,14.6,14.5,.573,.537,.222,3.7,16.0,10.0,6.9,1.3,1.4,6.6,19.4,2.2,2.2,4.4,.126,0.3,0.2,0.5,1.1,"$15,690,909"
LeBron James,SF,37,LAL,55,55,37.2,11.4,21.8,.523,2.9,8.0,.359,8.5,13.8,.619,.589,4.5,5.9,.756,1.1,7.1,8.2,6.3,1.3,1.1,3.5,2.1,30.1,26.3,.618,.367,.270,3.3,20.3,11.8,30.7,1.7,2.6,12.4,32.2,5.3,2.3,7.6,.179,6.9,0.8,7.7,5.0,"$41,180,544"
Leandro Bolmaro,SF,21,MIN,33,2,6.6,0.4,1.3,.295,0.1,0.5,.235,0.3,0.8,.333,.341,0.3,0.3,.818,0.5,0.7,1.2,0.5,0.2,0.0,0.4,0.8,1.2,4.3,.399,.386,.250,7.2,11.9,9.5,9.7,1.3,0.0,21.0,11.8,-0.2,0.2,0.0,-0.009,-5.7,-0.4,-6.1,-0.2,"$2,353,320"
Lonnie Walker IV,SG,23,SAS,65,6,23.2,4.5,11.0,.408,1.6,5.0,.317,2.9,6.0,.483,.480,1.6,2.1,.779,0.3,2.3,2.5,2.1,0.6,0.3,1.0,1.4,12.2,12.2,.511,.454,.190,1.2,10.4,5.7,13.1,1.2,1.0,7.9,23.6,0.1,0.9,1.1,.034,-1.3,-1.6,-2.9,-0.3,"$4,447,896"
Lonzo Ball,PG,24,CHI,35,35,34.6,4.6,10.9,.423,3.1,7.4,.423,1.5,3.5,.423,.567,0.6,0.8,.750,1.0,4.4,5.4,5.1,1.8,0.9,2.3,2.4,13.0,14.5,.575,.679,.073,3.3,14.1,8.8,20.0,2.6,2.2,17.2,17.4,0.9,1.4,2.3,.091,0.9,1.5,2.5,1.4,"$18,604,651"
Lou Williams,PG,35,ATL,53,0,14.4,2.3,5.8,.399,0.7,1.8,.367,1.6,3.9,.413,.458,1.2,1.4,.861,0.3,1.3,1.6,1.9,0.5,0.1,0.8,0.9,6.5,12.7,.506,.320,.235,2.2,9.9,6.1,18.8,1.8,0.4,10.6,21.7,0.3,0.3,0.7,.041,-1.7,-1.3,-3.0,-0.2,"$5,000,000"
Luguentz Dort,SF,22,OKC,51,51,32.6,5.7,14.2,.404,2.5,7.7,.332,3.2,6.6,.487,.493,3.2,3.7,.843,0.7,3.4,4.2,1.7,0.9,0.4,1.7,2.9,17.2,12.4,.541,.539,.263,2.3,10.8,6.5,8.6,1.3,1.0,9.8,23.3,0.3,1.2,1.5,.043,-1.5,-0.8,-2.2,-0.1,"$1,782,621"
Luka Dončić,PG,22,DAL,58,58,35.6,9.8,21.6,.454,3.0,8.7,.350,6.7,12.9,.523,.524,5.3,7.3,.732,0.9,8.3,9.1,8.5,1.2,0.5,4.5,2.3,27.9,24.1,.564,.402,.338,2.7,25.8,14.2,44.5,1.6,1.4,15.4,37.0,2.7,3.5,6.2,.144,6.0,1.8,7.8,5.1,"$10,174,391"
Luka Garza,C,23,DET,31,5,11.5,1.9,4.2,.450,0.5,1.4,.333,1.4,2.8,.506,.504,1.2,1.8,.655,1.6,1.3,2.9,0.5,0.3,0.2,0.5,1.7,5.4,15.1,.542,.326,.426,14.7,12.4,13.6,7.2,1.2,1.3,10.0,20.4,0.5,0.2,0.7,.095,-0.9,-1.9,-2.8,-0.1,"$925,258"
Luke Kennard,SG,25,LAC,64,11,27.5,4.0,9.0,.443,2.7,6.0,.448,1.3,3.0,.432,.591,0.9,1.0,.894,0.3,3.0,3.3,2.1,0.6,0.1,0.9,1.5,11.5,12.7,.612,.666,.115,1.0,11.4,6.3,11.3,1.0,0.3,8.5,16.5,2.4,1.4,3.8,.103,0.5,-0.3,0.2,1.0,"$12,727,273"
Luke Kornet,C,26,TOT,11,0,5.4,0.5,1.5,.353,0.0,0.3,.000,0.5,1.3,.429,.353,0.2,0.4,.500,0.7,0.6,1.4,0.4,0.2,0.1,0.0,0.5,1.3,11.4,.373,.176,.235,15.0,12.5,13.7,9.4,1.7,1.5,0.0,14.0,0.0,0.1,0.1,.095,-3.8,-1.0,-4.9,0.0,"$606,702"
Luke Kornet,C,26,TOT,11,0,5.4,0.5,1.5,.353,0.0,0.3,.000,0.5,1.3,.429,.353,0.2,0.4,.500,0.7,0.6,1.4,0.4,0.2,0.1,0.0,0.5,1.3,11.4,.373,.176,.235,15.0,12.5,13.7,9.4,1.7,1.5,0.0,14.0,0.0,0.1,0.1,.095,-3.8,-1.0,-4.9,0.0,"$606,702"
Luke Kornet,C,26,TOT,11,0,5.4,0.5,1.5,.353,0.0,0.3,.000,0.5,1.3,.429,.353,0.2,0.4,.500,0.7,0.6,1.4,0.4,0.2,0.1,0.0,0.5,1.3,11.4,.373,.176,.235,15.0,12.5,13.7,9.4,1.7,1.5,0.0,14.0,0.0,0.1,0.1,.095,-3.8,-1.0,-4.9,0.0,"$606,702"
Malachi Flynn,PG,23,TOR,40,5,12.0,1.7,4.1,.407,0.7,2.0,.333,1.0,2.0,.481,.491,0.4,0.6,.609,0.2,1.2,1.4,1.6,0.5,0.1,0.3,1.1,4.3,12.5,.503,.500,.142,1.9,11.5,6.4,18.8,1.9,0.8,6.0,16.4,0.6,0.4,1.0,.104,-1.4,0.5,-0.9,0.1,"$2,048,040"
Malcolm Brogdon,PG,29,IND,36,36,33.5,6.8,15.1,.448,1.6,5.2,.312,5.1,9.9,.518,.501,4.0,4.6,.856,0.9,4.2,5.1,5.9,0.8,0.4,2.1,2.0,19.1,18.2,.557,.343,.308,3.0,14.1,8.5,27.1,1.2,1.0,11.1,24.7,2.3,0.5,2.8,.111,2.9,-0.5,2.3,1.3,"$21,700,000"
Malik Beasley,SG,25,MIN,74,14,25.0,4.2,10.8,.391,3.0,8.0,.376,1.2,2.8,.432,.531,0.6,0.7,.796,0.3,2.6,2.9,1.5,0.5,0.1,0.6,1.1,12.1,11.8,.541,.743,.067,1.4,11.3,6.3,8.5,1.0,0.6,5.0,19.6,1.5,1.2,2.7,.069,0.7,-1.5,-0.7,0.6,"$14,391,964"
Malik Fitts,PF,24,TOT,12,0,3.8,0.3,1.1,.231,0.3,0.7,.375,0.0,0.4,.000,.346,0.0,0.0,,0.0,1.1,1.1,0.0,0.0,0.0,0.2,0.3,0.8,-0.2,.346,.615,.000,0.0,29.9,15.4,0.0,0.0,0.0,13.3,14.3,-0.1,0.1,-0.1,-0.085,-7.1,-2.4,-9.5,-0.1,"$231,062"
Malik Monk,SG,23,LAL,68,30,27.7,4.9,10.5,.469,2.2,5.7,.387,2.7,4.8,.567,.574,1.1,1.4,.784,0.5,2.8,3.3,2.7,0.8,0.4,1.4,1.8,13.2,14.2,.592,.542,.135,1.8,10.8,6.3,14.4,1.4,1.2,11.4,19.6,2.0,1.3,3.3,.083,0.2,-0.9,-0.6,0.6,"$1,789,256"
Marcus Morris,PF,32,LAC,49,49,29.0,5.7,13.1,.434,1.9,5.1,.372,3.8,8.0,.474,.507,2.4,2.8,.874,0.5,4.0,4.5,2.1,0.5,0.3,1.3,2.1,15.7,14.0,.548,.391,.211,2.0,14.1,8.2,11.8,0.9,0.9,8.3,23.6,0.9,1.3,2.2,.074,-0.1,-1.2,-1.3,0.3,"$15,627,907"
Marcus Smart,PG,27,BOS,65,65,32.6,4.2,10.1,.419,1.6,4.9,.325,2.6,5.2,.506,.497,2.1,2.7,.792,0.6,3.3,3.9,5.8,1.7,0.3,2.2,2.2,12.2,13.9,.539,.482,.263,2.1,10.7,6.5,25.5,2.6,0.7,16.2,18.2,1.8,3.4,5.3,.119,-1.2,1.8,0.6,1.4,"$14,339,285"
Markelle Fultz,PG,23,ORL,12,0,18.3,4.0,8.8,.457,0.3,0.8,.300,3.8,7.9,.474,.471,1.3,1.7,.800,0.3,2.1,2.4,4.3,1.0,0.3,2.0,1.1,9.6,16.1,.505,.095,.190,1.9,12.1,7.0,41.5,2.7,1.2,17.4,27.2,-0.1,0.3,0.1,.028,-0.8,0.5,-0.3,0.1,"$16,500,000"
Markieff Morris,PF,32,MIA,16,0,17.1,3.1,6.5,.481,0.7,2.1,.333,2.4,4.4,.549,.534,0.5,0.6,.889,1.0,1.6,2.6,1.2,0.2,0.1,1.3,2.0,7.4,10.1,.551,.317,.087,6.7,10.6,8.7,11.0,0.6,0.4,15.6,20.9,0.0,0.2,0.2,.041,-2.0,-0.8,-2.8,-0.1,"$2,641,691"
Marko Simonovic,C,22,CHI,9,0,3.9,0.4,1.7,.267,0.1,0.6,.200,0.3,1.1,.300,.300,0.9,1.2,.727,0.6,0.6,1.1,0.0,0.1,0.1,0.2,0.7,1.9,10.2,.428,.333,.733,16.2,15.8,16.0,0.0,1.4,2.5,9.2,27.5,0.0,0.0,0.0,-0.007,-6.1,-5.0,-11.1,-0.1,"$925,258"
Marquese Chriss,PF,24,DAL,28,0,10.5,1.9,4.0,.478,0.3,0.8,.318,1.7,3.3,.516,.509,0.5,0.8,.609,0.9,2.3,3.3,0.5,0.4,0.4,0.6,2.0,4.6,14.7,.524,.195,.204,9.7,24.7,17.2,7.1,2.1,3.7,12.1,21.5,0.0,0.6,0.6,.099,-4.1,0.7,-3.4,-0.1,"$958,529"
Marvin Bagley III,PF,22,TOT,46,23,23.9,4.7,9.4,.501,0.5,2.1,.232,4.2,7.3,.577,.527,1.4,2.1,.677,2.2,4.8,7.1,0.7,0.5,0.4,0.8,1.9,11.3,15.9,.548,.219,.222,9.8,22.6,16.1,4.8,1.0,1.4,7.2,20.0,1.1,0.8,2.0,.085,-0.4,-1.9,-2.3,-0.1,"$11,312,114"
Mason Plumlee,C,31,CHO,67,67,25.0,2.8,4.4,.634,0.0,0.0,.000,2.8,4.4,.638,.634,0.9,2.4,.390,2.5,5.5,8.0,3.1,0.9,0.7,1.3,3.1,6.5,14.8,.597,.007,.539,10.3,23.6,16.8,16.5,1.6,2.7,19.6,11.5,2.6,2.0,4.5,.130,-1.4,1.6,0.2,0.9,"$8,137,500"
